First Name,Last Name,Full Name,Email,Phone,Job Title,Company,Industry,Seniority,City,State,Country,LinkedIn URL,Website,Lead Score,Lead Tier,Lead Status,Enrichment Status,Data Quality,Source,Scraped Date,Enriched Date
Vikram,Sharma,Vikram Sharma,vikram.sharma@northstarinvestments.com,+91-997735-1669,Head of Partnerships,NorthStar Investments,FinTech,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-sharma-zb4mon,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@primewealthadvisors.com,+91-941429-5138,CEO,Prime Wealth Advisors,FinTech,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-mehta-li7uyp,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@northstarinvestments.com,+91-955982-3003,Head of Partnerships,NorthStar Investments,Wealth Tech,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-sharma-mxepx8,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Reddy,Rahul Reddy,rahul.reddy@northstarinvestments.com,+91-937575-7763,Co-Founder,NorthStar Investments,Wealth Tech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/rahul-reddy-ajde3,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@aurorafamilyoffice.com,+91-936443-3466,Founder,Aurora Family Office,Financial Services,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-iyer-2li5hv,,0,Cold,,success,,apollo_intent_signal,,
Priya,Kapoor,Priya Kapoor,priya.kapoor@elevatecapital.com,+91-992062-0308,Head of Partnerships,Elevate Capital,Robo Advisory,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-kapoor-3e7r2v,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@aurorafamilyoffice.com,+91-982431-3683,VP Business Development,Aurora Family Office,FinTech,vp,Chennai,Maharashtra,India,https://linkedin.com/in/amit-kapoor-pasmn5,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Kapoor,Sneha Kapoor,sneha.kapoor@axisgrowthpartners.com,+91-985244-2099,Director of Partnerships,Axis Growth Partners,FinTech,director,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-kapoor-0d82gg,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Reddy,Ananya Reddy,ananya.reddy@elevatecapital.com,+91-970319-9842,VP Strategic Alliances,Elevate Capital,Wealth Management,vp,Pune,Maharashtra,India,https://linkedin.com/in/ananya-reddy-l9y4m,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Gupta,Ananya Gupta,ananya.gupta@axisgrowthpartners.com,+91-961071-1439,CEO,Axis Growth Partners,Investment Advisory,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-gupta-i9wjz,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@centurionfinance.com,+91-938805-1763,VP Business Development,Centurion Finance,Financial Services,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-iyer-dochxh,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@axisgrowthpartners.com,+91-940383-2332,VP Business Development,Axis Growth Partners,Wealth Management,vp,Pune,Maharashtra,India,https://linkedin.com/in/karan-reddy-hbltm7,,0,Cold,,success,,apollo_intent_signal,,
Priya,Kapoor,Priya Kapoor,priya.kapoor@centurionfinance.com,+91-998656-2947,Director of Partnerships,Centurion Finance,Wealth Management,director,Pune,Maharashtra,India,https://linkedin.com/in/priya-kapoor-50mill,,0,Cold,,success,,apollo_intent_signal,,
Priya,Gupta,Priya Gupta,priya.gupta@elevatecapital.com,+91-989133-4803,Co-Founder,Elevate Capital,SaaS,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-gupta-k3ta8j,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@northstarinvestments.com,+91-963041-3787,VP Business Development,NorthStar Investments,Investment Advisory,vp,Pune,Maharashtra,India,https://linkedin.com/in/amit-gupta-y29ij6,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@primewealthadvisors.com,+91-994179-6878,VP Business Development,Prime Wealth Advisors,Investment Advisory,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-gupta-irqjio,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@northstarinvestments.com,+91-923141-0471,VP Strategic Alliances,NorthStar Investments,Wealth Tech,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-mehta-vvna5h,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@aurorafamilyoffice.com,+91-942322-1389,Founder,Aurora Family Office,Financial Services,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/vikram-mehta-huzwe2b,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@centurionfinance.com,+91-933643-8931,VP Strategic Alliances,Centurion Finance,Financial Planning,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-sharma-8avq3v,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@northstarinvestments.com,+91-983715-1713,CEO,NorthStar Investments,Wealth Tech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/sneha-iyer-rbfpyj,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@aurorafamilyoffice.com,+91-904824-1925,Chief Business Officer,Aurora Family Office,FinTech,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-iyer-gygg49,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@elevatecapital.com,+91-914590-6095,VP Strategic Alliances,Elevate Capital,Financial Services,vp,Pune,Maharashtra,India,https://linkedin.com/in/amit-kapoor-8ep2qk,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Mehta,Sneha Mehta,sneha.mehta@aurorafamilyoffice.com,+91-919978-1535,VP Business Development,Aurora Family Office,Wealth Tech,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-mehta-x1enfp,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@elevatecapital.com,+91-907269-8102,Co-Founder,Elevate Capital,Wealth Tech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-gupta-dm8khn,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@northstarinvestments.com,+91-997865-9762,Founder,NorthStar Investments,Financial Planning,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-mehta-cqz9tj,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Reddy,Sneha Reddy,sneha.reddy@centurionfinance.com,+91-924902-8576,VP Business Development,Centurion Finance,FinTech,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-reddy-ffberm,,0,Cold,,success,,apollo_intent_signal,,
Priya,Patel,Priya Patel,priya.patel@aurorafamilyoffice.com,+91-907808-6763,Head of Partnerships,Aurora Family Office,Wealth Management,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/priya-patel-pgu4h8,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Iyer,Rahul Iyer,rahul.iyer@northstarinvestments.com,+91-912742-4647,Director of Partnerships,NorthStar Investments,Wealth Management,director,Chennai,Maharashtra,India,https://linkedin.com/in/rahul-iyer-47cx8d,,0,Cold,,success,,apollo_intent_signal,,
Amit,Reddy,Amit Reddy,amit.reddy@primewealthadvisors.com,+91-901436-5079,Director of Partnerships,Prime Wealth Advisors,Financial Planning,director,Chennai,Maharashtra,India,https://linkedin.com/in/amit-reddy-w90buq,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@axisgrowthpartners.com,+91-901103-8339,CEO,Axis Growth Partners,FinTech,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/ananya-patel-7w183j,,0,Cold,,success,,apollo_intent_signal,,
Amit,Iyer,Amit Iyer,amit.iyer@axisgrowthpartners.com,+91-990291-5865,VP Business Development,Axis Growth Partners,Financial Services,vp,Chennai,Maharashtra,India,https://linkedin.com/in/amit-iyer-21085,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@elevatecapital.com,+91-941128-4212,Director of Partnerships,Elevate Capital,SaaS,director,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-kapoor-05tqr,,0,Cold,,success,,apollo_intent_signal,,
Neha,Mehta,Neha Mehta,neha.mehta@centurionfinance.com,+91-995748-8883,Chief Business Officer,Centurion Finance,Financial Planning,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/neha-mehta-8cbv8c,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Kapoor,Sneha Kapoor,sneha.kapoor@axisgrowthpartners.com,+91-992007-1669,Co-Founder,Axis Growth Partners,Investment Advisory,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/sneha-kapoor-wcryr,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@aurorafamilyoffice.com,+91-900029-7031,CEO,Aurora Family Office,Wealth Tech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/vikram-patel-ibgsi,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@centurionfinance.com,+91-936516-9831,Founder,Centurion Finance,SaaS,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-sharma-sxm628,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@aurorafamilyoffice.com,+91-909337-7065,Head of Partnerships,Aurora Family Office,Wealth Tech,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/neha-sharma-ahgy6,,0,Cold,,success,,apollo_intent_signal,,
Amit,Reddy,Amit Reddy,amit.reddy@primewealthadvisors.com,+91-948944-2528,Chief Business Officer,Prime Wealth Advisors,Financial Services,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/amit-reddy-606yum,,0,Cold,,success,,apollo_intent_signal,,
Priya,Mehta,Priya Mehta,priya.mehta@primewealthadvisors.com,+91-955134-1542,Founder,Prime Wealth Advisors,Investment Advisory,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/priya-mehta-n9254z,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@northstarinvestments.com,+91-995340-9442,Head of Partnerships,NorthStar Investments,FinTech,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-gupta-nywic,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@elevatecapital.com,+91-980959-5225,Founder,Elevate Capital,Financial Planning,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-v8ekdi,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@axisgrowthpartners.com,+91-927608-5006,Co-Founder,Axis Growth Partners,Financial Planning,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-sharma-9ooiqq,,0,Cold,,success,,apollo_intent_signal,,
Priya,Gupta,Priya Gupta,priya.gupta@elevatecapital.com,+91-988051-0333,Founder,Elevate Capital,FinTech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-gupta-wkmhvl,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@northstarinvestments.com,+91-969011-9887,Founder,NorthStar Investments,Investment Advisory,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-iyer-6ja0m,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Reddy,Rahul Reddy,rahul.reddy@axisgrowthpartners.com,+91-974154-0350,Head of Partnerships,Axis Growth Partners,Financial Services,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/rahul-reddy-d1fcm,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@primewealthadvisors.com,+91-963239-9728,Founder,Prime Wealth Advisors,SaaS,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-sharma-tzzbf,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@centurionfinance.com,+91-906383-7531,VP Business Development,Centurion Finance,SaaS,vp,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-sharma-8yund8,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@primewealthadvisors.com,+91-993504-8557,Head of Partnerships,Prime Wealth Advisors,Wealth Management,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/karan-kapoor-y2zrz,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@primewealthadvisors.com,+91-937315-8461,VP Business Development,Prime Wealth Advisors,Financial Services,vp,Chennai,Maharashtra,India,https://linkedin.com/in/karan-sharma-t0fqzf,,0,Cold,,success,,apollo_intent_signal,,
